area,floorRange,typeOfSale,price,propertyType,typeOfArea,mktSegment,Year,region
621.0,21-25,Resale,14000000,Apartment,Strata,CCR,2024,Central
113.0,01-05,Resale,1830000,Apartment,Strata,RCR,2023,East
209.6,Ground,Resale,5200000,Terrace,Land,CCR,2022,Central
157.0,06-10,Resale,1838720,Apartment,Strata,RCR,2019,East
31.0,16-20,Resale,628000,Apartment,Strata,RCR,2023,East
223.8,Ground,Resale,7600000,Semi-detached,Land,CCR,2022,Central
99.0,01-05,Resale,1150000,Apartment,Strata,RCR,2021,East
114.0,06-10,Resale,1190000,Apartment,Strata,RCR,2021,East
338.9,Ground,Resale,6500000,Semi-detached,Land,CCR,2019,Central
162.0,06-10,Resale,2800000,Condominium,Strata,CCR,2019,Central
157.6,Ground,Resale,3500000,Terrace,Land,OCR,2022,East
79.0,06-10,Resale,1450000,Condominium,Strata,CCR,2024,Central
44.0,11-15,Resale,870000,Apartment,Strata,RCR,2024,East
95.0,06-10,New Sale,1938000,Apartment,Strata,RCR,2023,East
44.0,01-05,Resale,690000,Apartment,Strata,RCR,2024,East
119.0,01-05,Resale,2620000,Apartment,Strata,CCR,2023,Central
330.3,Ground,Resale,6000000,Semi-detached,Land,CCR,2020,Central
629.7,Ground,Resale,11000000,Detached,Land,CCR,2021,Central
81.0,16-20,Resale,1711000,Condominium,Strata,RCR,2024,Central
154.0,16-20,Resale,3780000,Condominium,Strata,CCR,2024,Central
87.0,01-05,Resale,1080000,Apartment,Strata,RCR,2024,East
190.9,Ground,Resale,2750000,Terrace,Land,RCR,2022,East
269.4,Ground,Resale,10888888,Semi-detached,Land,CCR,2024,Central
190.0,01-05,Resale,5700000,Condominium,Strata,CCR,2024,Central
207.5,Ground,Resale,10600000,Terrace,Land,CCR,2021,Central
1470.3,Ground,Resale,30880000,Detached,Land,CCR,2021,Central
865.5,Ground,Resale,14288000,Semi-detached,Land,CCR,2022,Central
55.0,11-15,Resale,1143000,Apartment,Strata,CCR,2020,Central
72.7,Ground,Resale,3280000,Terrace,Land,CCR,2020,Central
301.0,01-05,Resale,3300000,Apartment,Strata,CCR,2020,Central
337.0,Ground,Resale,3400000,Semi-detached,Land,OCR,2020,East
197.2,Ground,Resale,4020000,Terrace,Land,RCR,2022,East
204.0,01-05,Resale,4550000,Condominium,Strata,CCR,2023,Central
43.0,06-10,Resale,730000,Apartment,Strata,RCR,2023,East
122.0,01-05,Resale,1128000,Apartment,Strata,RCR,2021,East
72.0,26-30,Resale,1675000,Apartment,Strata,CCR,2023,Central
334.7,Ground,Resale,8748888,Semi-detached,Land,CCR,2024,Central
84.4,Ground,Resale,3500000,Terrace,Land,CCR,2023,Central
91.0,01-05,Resale,1450000,Apartment,Strata,OCR,2024,East
170.9,Ground,Resale,3880000,Terrace,Land,CCR,2020,Central
302.0,06-10,Resale,9620000,Condominium,Strata,CCR,2019,Central
127.0,01-05,Resale,1422850,Apartment,Strata,RCR,2022,Central
199.0,16-20,Resale,4030000,Condominium,Strata,CCR,2019,Central
164.5,Ground,Resale,2720000,Terrace,Land,OCR,2020,East
302.0,01-05,Resale,10300000,Apartment,Strata,CCR,2023,Central
96.0,01-05,Resale,2100000,Condominium,Strata,CCR,2019,Central
92.0,16-20,Resale,1680000,Condominium,Strata,RCR,2024,Central
130.0,01-05,Resale,1340000,Apartment,Strata,RCR,2021,Central
88.0,01-05,Resale,1938000,Condominium,Strata,CCR,2024,Central
574.6,Ground,Resale,9500000,Detached,Land,CCR,2020,Central
84.0,01-05,Resale,1098000,Apartment,Strata,RCR,2023,East
416.0,01-05,Resale,10000000,Apartment,Strata,CCR,2022,Central
99.0,01-05,Resale,2080000,Condominium,Strata,CCR,2024,Central
35.0,01-05,Resale,668000,Apartment,Strata,RCR,2024,East
62.0,06-10,Resale,1260000,Apartment,Strata,CCR,2023,Central
41.0,11-15,Sub Sale,980000,Apartment,Strata,RCR,2024,East
441.5,Ground,Resale,10000000,Semi-detached,Land,CCR,2021,Central
510.0,01-05,Resale,8800000,Apartment,Strata,RCR,2022,East
171.4,Ground,Resale,3730000,Terrace,Land,CCR,2021,Central
94.0,11-15,Resale,1530000,Apartment,Strata,RCR,2024,East
119.0,01-05,Resale,1680000,Apartment,Strata,RCR,2021,East
37.0,01-05,Resale,650000,Apartment,Strata,RCR,2023,East
192.0,01-05,Resale,4280000,Condominium,Strata,CCR,2023,Central
116.0,06-10,Resale,2650000,Condominium,Strata,CCR,2024,Central
84.0,01-05,Resale,1530000,Apartment,Strata,OCR,2024,East
96.0,01-05,Resale,1370000,Apartment,Strata,RCR,2023,East
292.0,11-15,Resale,4713000,Condominium,Strata,CCR,2019,Central
64.0,16-20,Resale,1610000,Apartment,Strata,CCR,2024,Central
303.0,Ground,Resale,5400000,Condominium,Strata,CCR,2024,Central
144.8,Ground,Resale,1980000,Terrace,Land,RCR,2020,East
49.0,01-05,New Sale,1584000,Apartment,Strata,CCR,2024,Central
214.0,11-15,Resale,7380000,Apartment,Strata,CCR,2019,Central
45.0,21-25,Resale,1080000,Apartment,Strata,CCR,2024,Central
136.0,01-05,Resale,1408000,Apartment,Strata,RCR,2021,Central
354.1,Ground,Resale,6100000,Semi-detached,Land,CCR,2021,Central
82.0,21-25,Resale,2465000,Condominium,Strata,CCR,2023,Central
87.0,01-05,Resale,1400000,Apartment,Strata,RCR,2023,Central
299.0,Ground,Resale,5500000,Semi-detached,Land,CCR,2021,Central
269.0,06-10,Resale,6280000,Condominium,Strata,CCR,2024,Central
55.0,01-05,Resale,890000,Apartment,Strata,CCR,2019,Central
90.0,01-05,Resale,1225000,Apartment,Strata,CCR,2021,Central
321.7,01-05,Resale,11360000,Apartment,Land,RCR,2020,East
83.0,01-05,Resale,2480000,Apartment,Strata,CCR,2024,Central
70.0,06-10,New Sale,2055000,Apartment,Strata,CCR,2024,Central
119.0,11-15,Resale,2000000,Apartment,Strata,RCR,2023,East
265.5,Ground,Resale,3280000,Terrace,Land,OCR,2020,East
106.0,01-05,Resale,2200000,Apartment,Strata,CCR,2023,Central
424.0,Ground,Resale,3300000,Strata Detached,Strata,OCR,2020,East
1654.4,Ground,Resale,21000000,Detached,Land,CCR,2020,Central
956.7,Ground,Resale,17990000,Detached,Land,CCR,2021,Central
372.0,01-05,Resale,6700000,Apartment,Strata,CCR,2023,Central
47.0,01-05,Resale,939800,Condominium,Strata,RCR,2024,East
311.0,06-10,Resale,5900000,Apartment,Strata,CCR,2020,Central
236.5,Ground,Resale,4500000,Semi-detached,Land,OCR,2023,East
107.0,06-10,Resale,2250000,Apartment,Strata,RCR,2023,East
52.0,01-05,Resale,905000,Apartment,Strata,OCR,2024,East
117.0,01-05,Resale,1680000,Apartment,Strata,RCR,2024,Central
238.0,Ground,Resale,3275000,Strata Terrace,Strata,CCR,2020,Central
49.0,01-05,Resale,746000,Apartment,Strata,OCR,2021,East
58.0,16-20,Resale,1298000,Condominium,Strata,RCR,2024,East
57.0,01-05,Resale,1030000,Condominium,Strata,CCR,2023,Central
124.0,01-05,Resale,2130000,Apartment,Strata,CCR,2024,Central
39.0,01-05,Resale,720000,Apartment,Strata,RCR,2024,East
110.0,11-15,Resale,1668000,Apartment,Strata,RCR,2023,East
153.0,Ground,Resale,2250000,Terrace,Land,OCR,2019,East
91.0,01-05,Resale,1850000,Apartment,Strata,CCR,2024,Central
217.0,01-05,Resale,5100000,Condominium,Strata,CCR,2023,Central
184.0,01-05,Resale,2130000,Apartment,Strata,OCR,2024,East
89.0,06-10,Resale,1450000,Apartment,Strata,RCR,2023,East
41.0,01-05,Resale,700000,Apartment,Strata,RCR,2024,East
133.0,01-05,Resale,2475000,Condominium,Strata,CCR,2023,Central
50.0,16-20,Resale,1230000,Apartment,Strata,CCR,2023,Central
51.0,01-05,Sub Sale,930000,Apartment,Strata,RCR,2024,East
118.0,01-05,Resale,1820000,Apartment,Strata,CCR,2023,Central
263.0,Ground,Resale,4100000,Strata Terrace,Strata,CCR,2021,Central
186.1,Ground,Resale,2550000,Terrace,Land,OCR,2019,East
335.7,Ground,New Sale,9000000,Semi-detached,Land,CCR,2019,Central
73.0,01-05,Resale,783000,Apartment,Strata,RCR,2024,East
108.0,01-05,Resale,2360000,Apartment,Strata,CCR,2023,Central
167.1,Ground,Resale,3500000,Terrace,Land,CCR,2021,Central
178.6,Ground,Resale,1600000,Terrace,Land,RCR,2020,East
67.0,21-25,Resale,1498000,Condominium,Strata,RCR,2023,Central
194.0,21-25,Resale,4300000,Condominium,Strata,CCR,2024,Central
110.0,01-05,Resale,1686000,Apartment,Strata,CCR,2020,Central
120.0,01-05,Resale,1030000,Apartment,Strata,RCR,2021,East
137.0,26-30,Resale,3000000,Condominium,Strata,CCR,2024,Central
189.0,01-05,Resale,3500000,Condominium,Strata,CCR,2023,Central
78.0,01-05,Resale,1335000,Apartment,Strata,RCR,2024,East
128.4,Ground,Resale,6000000,Terrace,Land,CCR,2021,Central
39.0,06-10,Resale,500000,Apartment,Strata,RCR,2020,East
327.9,Ground,Resale,5400000,Terrace,Land,CCR,2021,Central
660.3,Ground,Resale,11000000,Detached,Land,CCR,2022,Central
91.0,01-05,Resale,1070000,Apartment,Strata,RCR,2022,East
94.0,21-25,Resale,1938000,Condominium,Strata,CCR,2023,Central
173.0,06-10,Resale,3300000,Apartment,Strata,CCR,2023,Central
107.0,06-10,Resale,1560000,Apartment,Strata,RCR,2023,East
189.7,Ground,Resale,8880000,Terrace,Land,CCR,2020,Central
52.0,01-05,Resale,1278000,Apartment,Strata,CCR,2023,Central
293.2,Ground,Resale,6850000,Semi-detached,Land,CCR,2020,Central
883.0,Ground,Resale,11800000,Detached,Land,CCR,2020,Central
216.0,06-10,Resale,2980000,Condominium,Strata,CCR,2024,Central
1028.5,Ground,Resale,25300000,Detached,Land,CCR,2023,Central
45.0,01-05,Resale,955000,Apartment,Strata,CCR,2023,Central
335.3,Ground,Resale,5200000,Semi-detached,Land,RCR,2023,East
164.0,01-05,Resale,1388888,Apartment,Strata,RCR,2023,East
77.0,01-05,Resale,1880000,Apartment,Strata,CCR,2024,Central
235.0,01-05,Resale,5150000,Condominium,Strata,CCR,2024,Central
112.0,01-05,Resale,1058888,Apartment,Strata,RCR,2020,East
49.0,06-10,Resale,1100000,Apartment,Strata,CCR,2024,Central
145.4,Ground,Resale,2650000,Terrace,Land,OCR,2021,East
42.0,01-05,Resale,700000,Apartment,Strata,RCR,2024,Central
164.0,06-10,Resale,4200000,Condominium,Strata,CCR,2024,Central
223.0,Ground,Resale,2115000,Condominium,Strata,OCR,2019,East
126.0,16-20,Resale,3070000,Condominium,Strata,CCR,2024,Central
43.0,01-05,Resale,718000,Apartment,Strata,RCR,2023,East
299.0,16-20,Resale,9000000,Condominium,Strata,CCR,2024,Central
220.4,Ground,Resale,5520000,Terrace,Land,CCR,2021,Central
218.0,Ground,New Sale,8000000,Semi-detached,Land,OCR,2023,Central
181.4,Ground,Resale,2350000,Terrace,Land,RCR,2020,East
204.3,Ground,Resale,3500000,Semi-detached,Land,CCR,2024,Central
224.0,01-05,Resale,5500000,Apartment,Strata,CCR,2023,Central
120.0,06-10,Resale,1338888,Apartment,Strata,RCR,2021,East
115.0,01-05,Resale,1360000,Apartment,Strata,RCR,2024,East
109.0,01-05,Resale,1306800,Apartment,Strata,RCR,2019,Central
81.0,01-05,Resale,1150000,Apartment,Strata,RCR,2020,Central
46.0,06-10,Resale,648800,Apartment,Strata,OCR,2020,East
459.0,Ground,Resale,3400000,Strata Detached,Strata,OCR,2021,East
51.0,01-05,Resale,700000,Apartment,Strata,RCR,2024,East
643.3,Ground,Resale,17420000,Detached,Land,CCR,2024,Central
156.0,06-10,Resale,4600000,Condominium,Strata,CCR,2024,Central
235.0,26-30,Resale,6150000,Apartment,Strata,CCR,2019,Central
295.0,01-05,Resale,6450000,Condominium,Strata,CCR,2024,Central
100.4,Ground,Resale,1900000,Terrace,Land,RCR,2020,East
75.0,06-10,Resale,1380000,Apartment,Strata,RCR,2024,East
87.0,06-10,Resale,1445000,Condominium,Strata,RCR,2024,East
96.0,01-05,Resale,1017500,Apartment,Strata,RCR,2021,East
37.0,06-10,Resale,720000,Apartment,Strata,RCR,2023,East
196.0,01-05,Resale,11750000,Apartment,Land,CCR,2023,Central
89.0,11-15,Resale,1380000,Condominium,Strata,OCR,2024,East
69.0,11-15,Resale,1770000,Apartment,Strata,CCR,2024,Central
42.0,01-05,Resale,750000,Apartment,Strata,RCR,2024,Central
117.0,01-05,Resale,2060000,Condominium,Strata,RCR,2023,East
358.2,Ground,Resale,4935000,Semi-detached,Land,OCR,2021,East
87.0,01-05,Resale,1330000,Apartment,Strata,OCR,2023,East
116.0,06-10,Resale,1700000,Apartment,Strata,RCR,2024,East
98.0,01-05,Resale,1900000,Apartment,Strata,CCR,2019,Central
124.0,01-05,Resale,1910000,Apartment,Strata,RCR,2023,East
1446.2,Ground,Resale,18000000,Detached,Land,CCR,2020,Central
378.0,01-05,Resale,3200000,Strata Semi-detached,Strata,CCR,2021,Central
149.0,01-05,Resale,1980000,Apartment,Strata,RCR,2020,Central
1039.7,Ground,Resale,9400000,Detached,Land,OCR,2021,East
105.0,Ground,Resale,968000,Condominium,Strata,OCR,2020,East
96.0,21-25,Resale,2648888,Condominium,Strata,CCR,2024,Central
297.0,01-05,Resale,3650000,Apartment,Strata,CCR,2021,Central
207.6,Ground,Resale,2500000,Terrace,Land,RCR,2020,East
548.5,Ground,Resale,5676000,Terrace,Land,RCR,2021,East
57.0,01-05,New Sale,1138000,Apartment,Strata,RCR,2019,Central
46.0,01-05,Resale,1000000,Apartment,Strata,CCR,2023,Central
190.0,01-05,Resale,1880000,Apartment,Strata,RCR,2023,East
43.0,01-05,Resale,960000,Apartment,Strata,CCR,2023,Central
83.0,01-05,Resale,1100000,Apartment,Strata,OCR,2023,East
95.0,01-05,Resale,900000,Apartment,Strata,RCR,2019,East
350.0,26-30,Resale,14990000,Apartment,Strata,CCR,2020,Central
88.0,16-20,Sub Sale,2630000,Apartment,Strata,CCR,2024,Central
451.0,Ground,Resale,4350000,Strata Semi-detached,Strata,CCR,2023,Central
87.0,01-05,Resale,1730000,Condominium,Strata,CCR,2024,Central
48.0,01-05,Resale,1200000,Apartment,Strata,CCR,2023,Central
67.0,06-10,Resale,1400000,Apartment,Strata,CCR,2024,Central
178.0,01-05,Resale,3600000,Condominium,Strata,CCR,2023,Central
90.0,06-10,Resale,2638000,Condominium,Strata,CCR,2024,Central
373.0,Ground,Resale,9580000,Semi-detached,Land,CCR,2019,Central
122.6,01-05,Resale,3000000,Apartment,Land,RCR,2021,East
747.8,Ground,Resale,13628000,Detached,Land,CCR,2021,Central
135.0,01-05,Resale,1800000,Apartment,Strata,RCR,2022,Central
177.0,11-15,Resale,3942000,Apartment,Strata,CCR,2023,Central
647.0,01-05,Resale,18000000,Apartment,Strata,CCR,2023,Central
199.0,01-05,Resale,3000000,Apartment,Strata,CCR,2020,Central
109.0,01-05,Resale,1250000,Apartment,Strata,RCR,2023,East
99.0,16-20,Resale,1650000,Apartment,Strata,RCR,2023,East
126.0,01-05,Resale,2600000,Condominium,Strata,CCR,2023,Central
213.7,Ground,Resale,2900000,Terrace,Land,RCR,2019,Central
108.0,01-05,Resale,1460000,Apartment,Strata,RCR,2022,East
132.0,06-10,Resale,2210000,Apartment,Strata,RCR,2023,East
56.0,11-15,Resale,1250000,Apartment,Strata,CCR,2023,Central
42.0,01-05,Resale,750000,Apartment,Strata,RCR,2023,Central
646.0,Ground,Resale,4250000,Strata Detached,Strata,CCR,2022,Central
89.0,06-10,Resale,1850000,Apartment,Strata,CCR,2023,Central
311.0,21-25,Resale,11680000,Condominium,Strata,CCR,2023,Central
224.0,06-10,Resale,5800000,Apartment,Strata,CCR,2024,Central
1542.8,Ground,Resale,32500000,Detached,Land,CCR,2021,Central
149.9,Ground,Resale,3900000,Terrace,Land,CCR,2021,Central
856.0,Ground,Resale,27500000,Detached,Land,CCR,2024,Central
42.0,06-10,Resale,870000,Apartment,Strata,CCR,2023,Central
135.0,06-10,Resale,2001000,Apartment,Strata,RCR,2024,East
888.0,Ground,Resale,6900000,Strata Detached,Strata,CCR,2021,Central
115.0,01-05,Resale,2760000,Apartment,Strata,CCR,2023,Central
1427.0,01-05,Resale,29000000,Apartment,Strata,CCR,2019,Central
45.0,01-05,Resale,798000,Apartment,Strata,RCR,2024,Central
278.4,Ground,Resale,5200000,Semi-detached,Land,OCR,2023,East
747.0,01-05,Resale,17000000,Apartment,Strata,CCR,2021,Central
317.7,Ground,Resale,5025000,Semi-detached,Land,RCR,2024,East
97.0,11-15,Resale,1480000,Apartment,Strata,RCR,2024,East
295.6,Ground,Resale,5800000,Terrace,Land,CCR,2023,Central
109.0,01-05,Resale,1310000,Apartment,Strata,RCR,2023,East
48.0,01-05,Resale,1320000,Apartment,Strata,CCR,2024,Central
389.7,Ground,Resale,6900000,Semi-detached,Land,OCR,2024,East
204.0,01-05,Resale,4200000,Apartment,Strata,CCR,2024,Central
175.0,01-05,Resale,1700000,Apartment,Strata,RCR,2021,Central
181.0,01-05,Resale,4350000,Apartment,Strata,CCR,2023,Central
319.6,Ground,Resale,7200000,Semi-detached,Land,RCR,2024,East
533.4,Ground,Resale,8800000,Detached,Land,CCR,2021,Central
155.0,01-05,Resale,3220000,Condominium,Strata,CCR,2023,Central
119.0,01-05,Resale,1560000,Apartment,Strata,CCR,2019,Central
142.0,01-05,Resale,1250000,Apartment,Strata,RCR,2021,Central
83.0,21-25,Resale,1850000,Apartment,Strata,CCR,2024,Central
37.0,B1-B5,Resale,650000,Apartment,Strata,OCR,2023,East
117.0,06-10,Resale,1550000,Apartment,Strata,RCR,2022,East
100.0,01-05,Resale,1330000,Apartment,Strata,RCR,2024,Central
92.0,01-05,Resale,910000,Apartment,Strata,RCR,2020,East
120.0,06-10,New Sale,3553000,Apartment,Strata,CCR,2020,Central
187.9,Ground,Resale,2700000,Terrace,Land,OCR,2019,East
131.0,01-05,Resale,2100000,Apartment,Strata,CCR,2024,Central
205.0,01-05,Resale,3250000,Apartment,Strata,CCR,2020,Central
372.0,Ground,Resale,4750000,Strata Semi-detached,Strata,CCR,2023,Central
85.0,01-05,Resale,1478888,Apartment,Strata,RCR,2024,East
182.0,01-05,Resale,3830000,Condominium,Strata,CCR,2023,Central
59.0,01-05,Resale,690000,Apartment,Strata,OCR,2020,East
81.0,01-05,Resale,1650000,Apartment,Strata,CCR,2024,Central
230.0,06-10,Resale,4300000,Apartment,Strata,CCR,2021,Central
34.0,01-05,Resale,655000,Apartment,Strata,RCR,2023,East
251.0,01-05,Resale,4400000,Condominium,Strata,CCR,2020,Central
221.0,Ground,Resale,4850000,Terrace,Land,OCR,2024,East
89.0,11-15,Resale,2400000,Apartment,Strata,RCR,2024,East
64.0,01-05,Resale,980000,Apartment,Strata,RCR,2023,East
292.5,Ground,Resale,6400000,Semi-detached,Land,CCR,2019,Central
117.0,01-05,New Sale,2359000,Apartment,Strata,RCR,2024,East
77.0,01-05,New Sale,1906700,Condominium,Strata,CCR,2022,Central
345.1,Ground,Resale,5820000,Semi-detached,Land,CCR,2020,Central
167.0,11-15,Resale,4100000,Apartment,Strata,CCR,2024,Central
43.0,01-05,Resale,975000,Condominium,Strata,RCR,2024,East
191.0,01-05,Resale,3500000,Apartment,Land,RCR,2021,East
151.0,11-15,Resale,2000000,Apartment,Strata,RCR,2024,East
76.0,06-10,Resale,1750000,Apartment,Strata,CCR,2020,Central
250.0,11-15,Resale,8880300,Condominium,Strata,CCR,2020,Central
99.0,06-10,Resale,1805000,Condominium,Strata,RCR,2024,East
361.9,Ground,Resale,3760000,Terrace,Land,OCR,2020,East
82.0,01-05,Resale,1060000,Apartment,Strata,RCR,2020,Central
233.3,Ground,Resale,2925000,Terrace,Land,RCR,2020,East
349.8,Ground,Resale,5730000,Semi-detached,Land,CCR,2019,Central
234.8,Ground,Resale,2800000,Semi-detached,Land,RCR,2019,East
580.0,Ground,Resale,2900000,Strata Detached,Strata,OCR,2021,East
242.0,01-05,Resale,5728000,Condominium,Strata,CCR,2024,Central
143.0,01-05,Resale,3150000,Condominium,Strata,CCR,2024,Central
495.5,Ground,Resale,13000000,Detached,Land,CCR,2019,Central
202.0,01-05,Resale,6860000,Condominium,Strata,CCR,2023,Central
41.0,01-05,Resale,733000,Apartment,Strata,RCR,2024,East
199.0,11-15,Resale,3750000,Apartment,Strata,CCR,2020,Central
344.5,Ground,Resale,5760000,Semi-detached,Land,OCR,2024,East
411.6,Ground,Resale,5999000,Detached,Land,OCR,2019,East
280.0,Ground,Resale,3018000,Semi-detached,Land,CCR,2021,Central
104.0,01-05,Resale,1850000,Apartment,Strata,OCR,2024,East
70.0,11-15,Resale,2411000,Condominium,Strata,CCR,2024,Central
97.0,01-05,Resale,915000,Apartment,Strata,RCR,2020,East
386.0,Ground,Resale,2700000,Strata Semi-detached,Strata,RCR,2019,East
708.1,Ground,Resale,6500000,Detached,Land,OCR,2021,East
97.0,11-15,Resale,1540000,Apartment,Strata,CCR,2023,Central
87.0,01-05,Resale,1442000,Apartment,Strata,OCR,2024,East
613.3,Ground,Resale,8500000,Detached,Land,RCR,2022,Central
114.0,01-05,Resale,1740000,Apartment,Strata,RCR,2024,East
132.0,01-05,Resale,2528000,Condominium,Strata,CCR,2024,Central
558.0,21-25,Resale,15000000,Apartment,Strata,CCR,2021,Central
239.0,Ground,Resale,2960000,Strata Terrace,Strata,OCR,2024,East
218.0,06-10,Resale,5350000,Apartment,Strata,CCR,2021,Central
111.0,01-05,Resale,1525000,Apartment,Strata,OCR,2023,East
80.0,06-10,Resale,1450000,Apartment,Strata,CCR,2024,Central
120.0,11-15,Resale,2068000,Apartment,Strata,RCR,2023,East
152.0,01-05,Resale,3650000,Condominium,Strata,CCR,2024,Central
412.0,Ground,Resale,2468000,Strata Detached,Strata,OCR,2020,East
117.0,06-10,Resale,1300000,Apartment,Strata,RCR,2023,East
63.0,01-05,Resale,1000000,Apartment,Strata,RCR,2023,East
71.0,01-05,Resale,1400000,Apartment,Strata,CCR,2019,Central
103.0,06-10,Resale,2108000,Apartment,Strata,CCR,2024,Central
216.5,Ground,Resale,9200888,Semi-detached,Land,CCR,2024,Central
125.0,01-05,Resale,1300000,Condominium,Strata,OCR,2021,East
151.0,01-05,Resale,4180000,Apartment,Strata,CCR,2024,Central
759.4,Ground,Resale,15750000,Semi-detached,Land,CCR,2023,Central
83.0,06-10,Resale,1850000,Apartment,Strata,CCR,2024,Central
64.0,01-05,Resale,1630000,Apartment,Strata,CCR,2023,Central
105.0,01-05,Resale,1250000,Apartment,Strata,RCR,2019,East
40.0,11-15,Resale,765888,Apartment,Strata,RCR,2024,East
1616.9,Ground,Resale,21000000,Detached,Land,CCR,2020,Central
42.0,06-10,Resale,670000,Apartment,Strata,RCR,2024,East
369.0,Ground,Resale,7500000,Semi-detached,Land,CCR,2021,Central
379.7,Ground,Resale,8600000,Semi-detached,Land,CCR,2024,Central
101.0,06-10,Resale,1780000,Apartment,Strata,CCR,2023,Central
154.0,06-10,Resale,4120000,Condominium,Strata,CCR,2024,Central
917.2,Ground,Resale,18250000,Detached,Land,CCR,2021,Central
66.0,06-10,Resale,1408800,Apartment,Strata,CCR,2021,Central
107.0,01-05,Resale,1600000,Apartment,Strata,RCR,2023,East
384.8,Ground,Resale,6780000,Semi-detached,Land,CCR,2021,Central
135.0,01-05,Resale,2638000,Condominium,Strata,RCR,2024,East
181.5,Ground,Resale,2800000,Terrace,Land,OCR,2020,East
272.0,21-25,Resale,5250000,Apartment,Strata,CCR,2023,Central
74.0,31-35,New Sale,2280000,Apartment,Strata,CCR,2023,Central
58.0,01-05,New Sale,1400000,Apartment,Strata,RCR,2024,East
650.7,Ground,Resale,7800000,Detached,Land,OCR,2024,East
153.0,01-05,Resale,4000000,Condominium,Strata,CCR,2020,Central
202.0,16-20,Resale,6900000,Apartment,Strata,CCR,2024,Central
208.4,Ground,Resale,6180000,Semi-detached,Land,CCR,2024,Central
