area,floorRange,noOfUnits,contractDate,typeOfSale,price,propertyType,district,typeOfArea,tenure,mktSegment
177,-,1,0723,1,5628000,Terrace,19,Land,Freehold,OCR
52,06-10,1,1222,3,805000,Apartment,14,Strata,Freehold,RCR
125,06-10,1,0723,3,2480000,Apartment,14,Strata,Freehold,RCR
289,-,1,0424,3,3500000,Strata Terrace,10,Strata,99 yrs lease commencing from 1996,CCR
85,01-05,1,1222,3,1125000,Apartment,14,Strata,Freehold,OCR
129.7,-,1,1120,3,3700000,Terrace,08,Land,Freehold,RCR
96,11-15,1,0123,3,1715000,Apartment,10,Strata,947 yrs lease commencing from 1937,CCR
125,06-10,1,0724,3,2220000,Apartment,09,Strata,99 yrs lease commencing from 1994,CCR
59,01-05,1,0323,3,1823000,Condominium,10,Strata,Freehold,CCR
137,01-05,1,0424,3,1825000,Condominium,19,Strata,Freehold,OCR
87,11-15,1,0424,3,1950000,Condominium,20,Strata,Freehold,OCR
335.4,-,1,0921,3,3950000,Semi-detached,17,Land,946 yrs lease commencing from 1937,OCR
78,01-05,1,1022,3,1150000,Apartment,19,Strata,Freehold,OCR
167,11-15,1,1022,3,4310000,Condominium,10,Strata,Freehold,CCR
173.8,-,1,0424,3,3686888,Terrace,19,Land,Freehold,OCR
83,01-05,1,0723,3,1702000,Condominium,10,Strata,99 yrs lease commencing from 2012,CCR
121,01-05,1,1023,3,2120000,Condominium,05,Strata,956 yrs lease commencing from 1928,OCR
199,06-10,1,0723,3,2500000,Apartment,09,Strata,99 yrs lease commencing from 1977,CCR
179,01-05,1,0322,3,2070000,Apartment,15,Strata,Freehold,OCR
74,01-05,1,0823,3,1180000,Apartment,13,Strata,Freehold,RCR
115,01-05,1,0522,3,1880000,Apartment,15,Strata,Freehold,RCR
374.5,-,1,1221,3,7600088,Semi-detached,15,Land,Freehold,RCR
45,01-05,1,0723,3,693000,Apartment,19,Strata,Freehold,OCR
141,01-05,1,1023,3,1500000,Condominium,05,Strata,99 yrs lease commencing from 1995,OCR
106,01-05,1,0321,3,1880000,Apartment,09,Strata,Freehold,CCR
264.4,-,1,0821,3,4500000,Terrace,15,Land,Freehold,OCR
43,01-05,1,0923,3,658000,Condominium,17,Strata,99 yrs lease commencing from 2012,OCR
120,11-15,1,0723,3,2325000,Condominium,15,Strata,99 yrs lease commencing from 2001,RCR
90,16-20,1,0424,3,1868000,Condominium,13,Strata,99 yrs lease commencing from 2012,RCR
110,01-05,1,1222,3,1568000,Apartment,12,Strata,Freehold,RCR
134,-,1,1122,3,2930000,Terrace,19,Land,Freehold,OCR
67,01-05,1,0819,1,1249000,Apartment,15,Strata,Freehold,RCR
128,01-05,1,0122,3,1850000,Apartment,15,Strata,Freehold,OCR
52,31-35,1,0423,1,1788000,Apartment,03,Strata,99 yrs lease commencing from 2018,RCR
129,01-05,1,1122,3,2280000,Apartment,15,Strata,Freehold,RCR
4037.3,-,2,1221,3,70000000,Detached,11,Land,Freehold,CCR
60,01-05,1,0123,3,880000,Apartment,15,Strata,Freehold,RCR
629.8,-,1,1121,3,15000000,Detached,15,Land,Freehold,RCR
810,-,1,0421,3,14200000,Detached,10,Land,Freehold,CCR
303.5,-,1,0723,3,5488000,Semi-detached,20,Land,Freehold,OCR
245.9,-,1,0921,3,3888000,Terrace,14,Land,Freehold,OCR
98,11-15,1,0723,3,1325000,Executive Condominium,18,Strata,99 yrs lease commencing from 2011,OCR
2015.4,-,1,0321,3,22800000,Detached,21,Land,Freehold,RCR
144,21-25,1,0623,3,3200000,Apartment,09,Strata,Freehold,CCR
339.9,-,2,0723,3,8000000,Semi-detached,14,Land,Freehold,RCR
299.1,-,1,1221,3,5880000,Semi-detached,21,Land,Freehold,RCR
112,01-05,1,0622,3,1720000,Apartment,09,Strata,Freehold,CCR
113,06-10,1,0723,3,1960000,Condominium,15,Strata,99 yrs lease commencing from 1998,RCR
236,01-05,1,0123,3,5900000,Condominium,09,Strata,Freehold,CCR
34,01-05,1,0922,3,635000,Apartment,14,Strata,Freehold,OCR
278.5,-,1,1019,3,4770000,Semi-detached,21,Land,999 yrs lease commencing from 1875,RCR
95,01-05,1,0623,3,1280000,Apartment,08,Strata,99 yrs lease commencing from 1995,RCR
36,01-05,1,0623,3,650000,Apartment,12,Strata,Freehold,RCR
120,01-05,1,0524,3,1420000,Condominium,16,Strata,99 yrs lease commencing from 1996,OCR
248,01-05,1,0323,3,8400000,Condominium,10,Strata,Freehold,CCR
97,01-05,1,0821,1,1600000,Apartment,15,Strata,Freehold,RCR
128,01-05,1,1122,3,2200000,Condominium,15,Strata,Freehold,OCR
316.2,-,1,0422,1,8500000,Semi-detached,15,Land,Freehold,OCR
91,01-05,1,0323,3,1950000,Apartment,10,Strata,Freehold,CCR
75,06-10,1,0323,3,1050000,Condominium,05,Strata,99 yrs lease commencing from 1993,OCR
155.6,01-05,1,1222,3,3400000,Apartment,08,Strata,Freehold,RCR
149.4,-,1,0723,3,3880000,Terrace,20,Land,Freehold,RCR
117,06-10,1,0123,3,1790000,Apartment,12,Strata,Freehold,RCR
64,01-05,1,0623,3,888000,Apartment,14,Strata,Freehold,OCR
112,06-10,1,0324,3,1870000,Apartment,15,Strata,Freehold,RCR
78,06-10,1,1122,3,1770000,Apartment,11,Strata,Freehold,CCR
283.2,-,1,0521,3,4850000,Terrace,19,Land,999 yrs lease commencing from 1876,OCR
94,01-05,1,0723,3,1400000,Condominium,16,Strata,Freehold,OCR
112,01-05,1,0623,3,2430000,Apartment,11,Strata,Freehold,CCR
49,01-05,1,0623,3,838000,Apartment,14,Strata,Freehold,OCR
116,06-10,1,1023,3,1690000,Apartment,12,Strata,Freehold,RCR
330.3,-,1,1221,3,3580000,Semi-detached,19,Land,999 yrs lease commencing from 1875,OCR
115,01-05,1,0523,3,2900000,Condominium,10,Strata,Freehold,CCR
60,01-05,1,0923,3,818000,Condominium,17,Strata,99 yrs lease commencing from 2012,OCR
205.2,-,1,1020,3,3200000,Semi-detached,20,Land,Freehold,OCR
99,01-05,1,0723,3,1480000,Apartment,14,Strata,Freehold,OCR
475.5,-,1,0323,3,6050800,Semi-detached,19,Land,Freehold,OCR
191,01-05,1,0424,3,4200000,Condominium,10,Strata,Freehold,CCR
181.6,-,1,0823,3,3680000,Terrace,19,Land,999 yrs lease commencing from 1883,OCR
218.9,-,1,1222,3,4080000,Terrace,15,Land,Freehold,OCR
165,-,1,0222,3,3200000,Terrace,05,Land,Freehold,RCR
345,01-05,1,0723,3,3735000,Strata Semi-detached,10,Strata,99 yrs lease commencing from 2010,CCR
113,11-15,1,0623,3,2350000,Apartment,15,Strata,Freehold,RCR
337,06-10,1,0821,3,6600000,Apartment,10,Strata,Freehold,CCR
96,11-15,1,0623,3,1725400,Apartment,07,Strata,99 yrs lease commencing from 1995,RCR
173.2,-,1,0122,3,3530000,Terrace,20,Land,Freehold,RCR
75,01-05,1,0823,3,1205000,Apartment,15,Strata,Freehold,OCR
132,01-05,1,1123,3,2380000,Condominium,19,Strata,99 yrs lease commencing from 2004,OCR
336.8,-,1,1022,3,4688000,Terrace,19,Land,Freehold,OCR
62,01-05,1,0522,3,1050000,Apartment,11,Strata,Freehold,CCR
44,01-05,1,0723,3,690000,Apartment,19,Strata,99 yrs lease commencing from 2014,OCR
87,06-10,1,0624,2,1908888,Apartment,19,Strata,99 yrs lease commencing from 2018,OCR
98,11-15,1,0324,3,2070000,Apartment,20,Strata,99 yrs lease commencing from 2015,RCR
183.4,-,1,0324,3,3780000,Terrace,15,Land,Freehold,OCR
171.2,-,1,0621,3,3600000,Terrace,15,Land,Freehold,OCR
144,21-25,1,0524,3,3880000,Condominium,15,Strata,Freehold,RCR
143.8,-,1,0821,3,3800000,Terrace,08,Land,Freehold,RCR
144,01-05,1,0721,3,3050000,Condominium,10,Strata,999 yrs lease commencing from 1875,CCR
131,01-05,1,0723,3,2020000,Condominium,21,Strata,99 yrs lease commencing from 1997,RCR
125,01-05,1,0223,1,2738000,Apartment,19,Strata,Freehold,OCR
304.4,-,1,1121,3,4190000,Semi-detached,13,Land,Freehold,OCR
165,01-05,1,0422,3,2200000,Apartment,15,Strata,Freehold,RCR
268.2,-,1,1122,3,3880000,Semi-detached,19,Land,Freehold,OCR
71,06-10,1,0624,3,1440888,Apartment,19,Strata,99 yrs lease commencing from 2015,OCR
117,01-05,1,0323,3,1550000,Apartment,08,Strata,Freehold,RCR
992.4,-,1,0322,3,25250000,Detached,11,Land,Freehold,CCR
169,-,1,1222,3,2180000,Strata Terrace,21,Strata,99 yrs lease commencing from 1993,RCR
589.5,-,1,0923,3,7250000,Semi-detached,13,Land,Freehold,RCR
413.4,-,1,0623,3,11600000,Detached,10,Land,Freehold,CCR
401.9,-,1,0421,3,5325000,Terrace,15,Land,Freehold,RCR
125,11-15,1,0624,3,2628888,Condominium,15,Strata,Freehold,RCR
31,01-05,1,0421,3,730000,Apartment,09,Strata,999 yrs lease commencing from 1841,CCR
51,01-05,1,1023,3,935000,Apartment,19,Strata,Freehold,OCR
67,01-05,1,0524,1,1530000,Apartment,19,Strata,999 yrs lease commencing from 1876,OCR
118,01-05,1,0721,3,1250000,Apartment,15,Strata,Freehold,RCR
259.9,-,1,0322,3,4800000,Semi-detached,20,Land,Freehold,RCR
153.3,-,1,0222,3,6400000,Terrace,09,Land,Freehold,CCR
660.3,-,1,0622,3,11000000,Detached,10,Land,Freehold,CCR
85,01-05,1,0922,3,1800000,Apartment,09,Strata,Freehold,CCR
419,-,1,0623,3,6200000,Detached,19,Land,999 yrs lease commencing from 1874,OCR
166,01-05,1,0424,3,1762000,Condominium,17,Strata,99 yrs lease commencing from 1996,OCR
62,11-15,1,0324,2,1525000,Apartment,13,Strata,99 yrs lease commencing from 2017,RCR
177.4,-,1,0422,3,5450000,Terrace,10,Land,Freehold,CCR
122,01-05,1,0422,3,1355000,Apartment,19,Strata,Freehold,OCR
112,01-05,1,0823,3,1850000,Apartment,15,Strata,Freehold,RCR
122,01-05,1,1221,3,1728000,Apartment,15,Strata,Freehold,RCR
159.1,-,1,0521,3,2450000,Terrace,14,Land,Freehold,OCR
100,01-05,1,0523,3,1680000,Apartment,15,Strata,Freehold,OCR
89,01-05,1,0424,3,1020000,Apartment,14,Strata,Freehold,RCR
46,01-05,1,0223,3,948000,Apartment,10,Strata,Freehold,CCR
157,01-05,1,1022,3,2050000,Apartment,19,Strata,Freehold,OCR
172.9,-,1,0223,3,3000000,Terrace,17,Land,Freehold,OCR
50,16-20,1,0224,3,1245000,Apartment,10,Strata,999 yrs lease commencing from 1877,CCR
511.6,-,1,0223,3,10000000,Detached,10,Land,Freehold,CCR
32931,01-05,193,1119,3,163333158,Apartment,06,Strata,97 yrs lease commencing from 1980,RCR
145,01-05,1,0322,3,1450000,Apartment,17,Strata,999 yrs lease commencing from 1885,OCR
150,16-20,1,1122,1,3430000,Apartment,15,Strata,Freehold,RCR
49,01-05,1,0524,3,1420000,Apartment,09,Strata,Freehold,CCR
111,01-05,1,0623,3,1458000,Apartment,16,Strata,Freehold,OCR
293.2,-,1,1022,3,4350000,Semi-detached,17,Land,Freehold,OCR
159,01-05,1,0920,3,2175000,Condominium,05,Strata,Freehold,RCR
242,26-30,1,0521,3,1740000,Apartment,09,Strata,99 yrs lease commencing from 1970,CCR
85,01-05,1,0623,3,1350000,Condominium,05,Strata,956 yrs lease commencing from 1928,OCR
91,01-05,1,0223,3,1285000,Apartment,14,Strata,Freehold,RCR
286.4,-,1,0623,3,6100000,Semi-detached,21,Land,Freehold,RCR
127,01-05,1,1223,3,1450000,Condominium,14,Strata,99 yrs lease commencing from 1997,RCR
70,01-05,1,0523,3,928000,Apartment,08,Strata,Freehold,RCR
106,06-10,1,0323,3,2800000,Apartment,09,Strata,Freehold,CCR
205,01-05,1,1022,3,2880000,Condominium,15,Strata,Freehold,OCR
129,01-05,1,0723,3,2080000,Condominium,21,Strata,Freehold,OCR
112,06-10,1,1023,3,2520000,Apartment,12,Strata,Freehold,RCR
266,-,1,0821,3,2180000,Strata Terrace,19,Strata,999 yrs lease commencing from 1878,OCR
184.3,-,1,1222,3,4000000,Terrace,19,Land,999 yrs lease commencing from 1875,OCR
125,06-10,1,0121,3,1120000,Apartment,14,Strata,Freehold,RCR
119.9,-,1,0321,3,2474000,Terrace,20,Land,Freehold,RCR
120,01-05,1,0424,3,2500888,Condominium,08,Strata,Freehold,RCR
79,01-05,1,0123,3,1070000,Apartment,08,Strata,Freehold,RCR
85,06-10,1,0723,3,1450000,Apartment,12,Strata,Freehold,RCR
175,01-05,1,1022,3,1800000,Condominium,05,Strata,Freehold,RCR
115,06-10,1,0724,3,2450000,Condominium,16,Strata,99 yrs lease commencing from 2016,OCR
41,01-05,1,0623,3,715000,Apartment,15,Strata,Freehold,OCR
90.7,-,1,0823,3,3380000,Terrace,20,Land,Freehold,RCR
238.4,-,1,1021,3,3660000,Terrace,05,Land,Freehold,RCR
80,06-10,1,1122,3,1568000,Apartment,10,Strata,Freehold,CCR
45,01-05,1,1123,3,860000,Apartment,19,Strata,99 yrs lease commencing from 2010,OCR
159,-,1,0320,3,2800000,Condominium,09,Strata,Freehold,CCR
38,01-05,1,1223,3,710000,Apartment,15,Strata,Freehold,RCR
721,56-60,1,0524,1,47342000,Condominium,01,Strata,99 years leasehold,CCR
163.9,-,1,0721,3,3350000,Terrace,19,Land,Freehold,OCR
112,01-05,1,1122,3,2120000,Apartment,15,Strata,Freehold,RCR
57584,21-25,446,0722,3,890000000,Condominium,19,Strata,99 yrs lease commencing from 1980,OCR
339.9,-,1,0922,3,8228000,Semi-detached,11,Land,Freehold,CCR
44,01-05,1,0523,3,800000,Apartment,20,Strata,Freehold,RCR
230,01-05,1,0421,3,4600000,Apartment,10,Strata,Freehold,CCR
119,06-10,1,0623,3,2330000,Condominium,21,Strata,Freehold,RCR
165,31-35,1,0523,3,7700000,Condominium,10,Strata,Freehold,CCR
405.6,-,1,0321,3,6900000,Semi-detached,11,Land,Freehold,CCR
94,01-05,1,0423,3,1950000,Apartment,15,Strata,Freehold,RCR
369,-,1,0621,3,7500000,Semi-detached,11,Land,Freehold,CCR
121,16-20,1,0123,3,1950000,Apartment,11,Strata,Freehold,CCR
146.2,-,1,1222,3,3200000,Terrace,12,Land,Freehold,RCR
88,06-10,1,0424,3,1050000,Condominium,17,Strata,Freehold,OCR
113,11-15,1,1223,3,1280000,Executive Condominium,19,Strata,99 yrs lease commencing from 1997,OCR
127,01-05,1,0523,3,1890000,Apartment,15,Strata,Freehold,OCR
42,01-05,1,0424,3,1020000,Condominium,10,Strata,999 yrs lease commencing from 1877,CCR
47,01-05,1,0822,3,790000,Apartment,19,Strata,Freehold,OCR
112,01-05,1,0822,3,2137000,Condominium,15,Strata,Freehold,RCR
68,01-05,1,0922,2,1292000,Apartment,17,Strata,Freehold,OCR
186.4,-,1,0423,3,6680000,Terrace,15,Land,Freehold,OCR
193.7,-,1,0221,3,2400000,Terrace,13,Land,Freehold,OCR
114,01-05,1,0323,3,1400000,Condominium,16,Strata,99 yrs lease commencing from 1996,OCR
215,01-05,1,0823,3,2900000,Apartment,15,Strata,Freehold,RCR
98,01-05,1,1020,3,1000688,Apartment,19,Strata,999 yrs lease commencing from 1886,OCR
178,11-15,1,0423,3,3138000,Apartment,15,Strata,Freehold,RCR
178,-,1,0424,3,1840000,Strata Terrace,17,Strata,99 yrs lease commencing from 1994,OCR
179.7,-,1,1122,3,2277000,Terrace,16,Land,99 yrs lease commencing from 1995,OCR
143,01-05,1,0723,3,3300000,Condominium,10,Strata,Freehold,CCR
97,01-05,1,1022,3,1950000,Apartment,10,Strata,Freehold,CCR
92,11-15,1,1023,3,2308000,Condominium,10,Strata,Freehold,CCR
135,01-05,1,0922,3,1750000,Apartment,08,Strata,Freehold,RCR
49,01-05,1,1123,3,1367000,Apartment,10,Strata,Freehold,CCR
280,-,1,0623,3,2650000,Strata Terrace,19,Strata,Freehold,OCR
133,01-05,1,0523,3,2198888,Apartment,15,Strata,Freehold,RCR
244.3,-,1,0720,3,4398000,Terrace,11,Land,Freehold,CCR
76,01-05,1,0224,1,1545000,Apartment,17,Strata,999 yrs lease commencing from 1937,OCR
578.8,-,1,0521,3,6500000,Detached,13,Land,Freehold,RCR
211,01-05,1,0524,3,7228000,Condominium,10,Strata,Freehold,CCR
93,06-10,1,1023,3,1510000,Condominium,19,Strata,99 yrs lease commencing from 2012,OCR
86,01-05,1,1023,3,1860000,Condominium,10,Strata,Freehold,CCR
443.5,-,1,1023,3,13600000,Semi-detached,10,Land,Freehold,CCR
122,01-05,1,0521,3,1128000,Apartment,14,Strata,Freehold,RCR
451,-,1,0522,3,3925000,Strata Semi-detached,11,Strata,Freehold,CCR
354.6,-,1,0424,3,8400000,Semi-detached,10,Land,Freehold,CCR
269.1,-,1,0422,3,3800000,Terrace,19,Land,Freehold,RCR
105,06-10,1,0424,3,1175000,Executive Condominium,18,Strata,99 yrs lease commencing from 2002,OCR
95,11-15,1,0923,3,1320000,Executive Condominium,19,Strata,99 yrs lease commencing from 2010,OCR
160,01-05,1,1121,3,1758800,Apartment,15,Strata,Freehold,RCR
813.9,-,2,0221,3,33600000,Detached,09,Land,999 yrs lease commencing from 1841,CCR
138,11-15,1,0723,2,2700000,Apartment,19,Strata,99 yrs lease commencing from 2018,OCR
261.6,-,1,0723,3,4860000,Semi-detached,14,Land,Freehold,OCR
75,01-05,1,0723,1,2360000,Apartment,10,Strata,Freehold,CCR
118,11-15,1,0322,3,2230000,Apartment,11,Strata,Freehold,CCR
101,01-05,1,0223,3,1280000,Apartment,14,Strata,Freehold,OCR
407,01-05,1,0322,3,5550000,Strata Semi-detached,10,Strata,Freehold,CCR
170.1,-,1,0424,3,3490000,Terrace,16,Land,Freehold,OCR
112,01-05,1,0421,3,1220000,Apartment,19,Strata,Freehold,OCR
174.4,-,1,0221,3,3000000,Terrace,15,Land,Freehold,OCR
382.2,-,1,0821,3,4250000,Semi-detached,16,Land,Freehold,OCR
586.3,-,1,0323,3,8000000,Detached,16,Land,Freehold,OCR
92,01-05,1,0719,3,1650000,Apartment,07,Strata,999 yrs lease commencing from 1827,CCR
77,06-10,1,0523,3,1503888,Apartment,11,Strata,Freehold,CCR
1583.5,-,1,0421,3,28000000,Detached,10,Land,Freehold,CCR
212.3,-,1,1221,3,3680000,Terrace,19,Land,999 yrs lease commencing from 1881,OCR
38,01-05,1,0623,3,665000,Apartment,14,Strata,Freehold,RCR
381.7,-,1,0623,3,6100000,Terrace,15,Land,Freehold,OCR
83,01-05,1,1023,3,1760000,Condominium,15,Strata,Freehold,OCR
92,01-05,1,0724,1,2084200,Apartment,15,Strata,Freehold,OCR
746.8,-,1,0423,3,18500000,Detached,10,Land,Freehold,CCR
113,06-10,1,1122,3,2800000,Condominium,09,Strata,Freehold,CCR
88,06-10,1,0523,3,2000000,Apartment,11,Strata,Freehold,CCR
96,26-30,1,0723,3,2380000,Condominium,11,Strata,Freehold,CCR
49,06-10,1,0623,3,1100000,Apartment,09,Strata,Freehold,CCR
417.8,-,1,0921,3,15700000,Detached,10,Land,Freehold,CCR
399,-,1,1221,3,3330000,Strata Terrace,14,Strata,Freehold,OCR
42,06-10,1,0322,3,720000,Apartment,14,Strata,Freehold,RCR
113,01-05,1,0424,3,1550000,Apartment,08,Strata,Freehold,RCR
1016,-,1,0222,3,7250000,Strata Detached,11,Strata,Freehold,CCR
526.6,-,1,0122,3,6950000,Detached,03,Land,Freehold,RCR
174.7,-,1,1222,3,3500000,Terrace,15,Land,Freehold,RCR
112,01-05,1,0723,3,2300000,Apartment,11,Strata,Freehold,CCR
344,-,1,0822,3,10400000,Semi-detached,10,Land,Freehold,CCR
1379,-,1,0421,1,63700000,Detached,10,Land,Freehold,CCR
77,01-05,1,0521,3,1550000,Apartment,09,Strata,Freehold,CCR
227.1,-,1,0621,3,4400000,Semi-detached,13,Land,Freehold,RCR
46,11-15,1,0323,3,750000,Apartment,12,Strata,Freehold,RCR
1541.6,-,1,0121,3,48000000,Detached,10,Land,Freehold,CCR
125,01-05,1,0623,3,2880000,Apartment,15,Strata,Freehold,RCR
810.7,-,1,0623,3,22800000,Detached,10,Land,Freehold,CCR
109,01-05,1,0723,3,1580000,Apartment,15,Strata,Freehold,RCR
86,01-05,1,1223,3,1390000,Condominium,19,Strata,Freehold,OCR
255,01-05,1,0723,3,5000000,Condominium,15,Strata,99 yrs lease commencing from 1996,RCR
151,16-20,1,0723,3,2420000,Apartment,10,Strata,99 yrs lease commencing from 1973,CCR
105,01-05,1,0323,3,1750000,Apartment,15,Strata,Freehold,RCR
387,-,1,0322,3,2800000,Strata Semi-detached,19,Strata,Freehold,OCR
425.2,-,1,0222,3,9920000,Semi-detached,11,Land,Freehold,CCR
971.7,-,1,0223,3,20500000,Detached,21,Land,Freehold,RCR
48,01-05,1,1222,3,750000,Apartment,14,Strata,Freehold,OCR
91,01-05,1,1222,3,1288000,Apartment,15,Strata,Freehold,RCR
83,16-20,1,0923,3,1000000,Condominium,16,Strata,99 yrs lease commencing from 1996,OCR
194,01-05,1,0922,3,2068888,Apartment,21,Strata,Freehold,RCR
301,01-05,1,0821,3,3700000,Apartment,11,Strata,Freehold,CCR
138,06-10,1,1222,3,2500000,Apartment,09,Strata,99 yrs lease commencing from 1997,CCR
391,01-05,1,0424,1,14543000,Apartment,11,Strata,Freehold,CCR
62,01-05,1,0822,3,1060000,Apartment,14,Strata,Freehold,RCR
451,-,1,1222,3,3800000,Strata Detached,15,Strata,Freehold,OCR
1427,01-05,12,1219,3,29000000,Apartment,09,Strata,Freehold,CCR
107,01-05,1,0424,3,1920000,Apartment,15,Strata,Freehold,RCR
86,01-05,1,1219,3,800000,Apartment,16,Strata,Freehold,OCR
96,01-05,1,0521,3,1050000,Apartment,15,Strata,Freehold,OCR
64,11-15,1,1123,3,1050000,Apartment,12,Strata,Freehold,RCR
61,06-10,1,1023,3,1020000,Apartment,19,Strata,99 yrs lease commencing from 2013,OCR
122,01-05,1,0721,3,1200000,Apartment,08,Strata,Freehold,RCR
109,01-05,1,0623,3,1250000,Apartment,14,Strata,Freehold,RCR
108,01-05,1,1022,3,1280000,Condominium,14,Strata,Freehold,OCR
230,-,1,0820,3,1700000,Strata Terrace,13,Strata,Freehold,OCR
132,01-05,1,0723,3,3525000,Condominium,10,Strata,999 yrs lease commencing from 1875,CCR
177,11-15,1,0423,3,7600000,Apartment,09,Strata,Freehold,CCR
129,01-05,1,0623,3,1880000,Apartment,14,Strata,Freehold,OCR
144,-,1,0922,3,3400000,Terrace,15,Land,Freehold,RCR
113,01-05,1,1223,3,2080000,Apartment,15,Strata,Freehold,RCR
154.2,-,1,0424,3,5108000,Terrace,19,Land,Freehold,OCR
292.7,-,1,0123,1,7750000,Semi-detached,21,Land,Freehold,RCR
276,01-05,1,0423,3,3100000,Condominium,15,Strata,Freehold,OCR
84,21-25,1,0324,3,1950000,Apartment,09,Strata,Freehold,CCR
170.3,-,1,0721,3,4000000,Terrace,10,Land,999 yrs lease commencing from 1885,CCR
68,01-05,1,1022,3,838000,Apartment,12,Strata,999 yrs lease commencing from 1882,RCR
95,01-05,1,0523,3,1400888,Apartment,08,Strata,Freehold,RCR
334.1,-,1,0921,3,7911000,Semi-detached,10,Land,Freehold,CCR
71,01-05,1,0423,3,1220000,Apartment,15,Strata,Freehold,OCR
79,01-05,1,0723,3,1108000,Apartment,05,Strata,Freehold,RCR
136,01-05,1,1123,3,2590000,Apartment,15,Strata,Freehold,RCR
117,06-10,1,0822,3,1090000,Apartment,14,Strata,Freehold,RCR
63,06-10,1,1023,3,1528000,Apartment,14,Strata,99 yrs lease commencing from 2015,RCR
153,01-05,1,0423,3,3100000,Apartment,09,Strata,Freehold,CCR
708.1,-,1,0323,3,11800000,Detached,14,Land,Freehold,OCR
112,01-05,1,0422,3,1608000,Apartment,15,Strata,Freehold,OCR
36,01-05,1,0723,3,685000,Apartment,15,Strata,Freehold,RCR
80,01-05,1,1021,3,1099999,Apartment,15,Strata,Freehold,OCR
42,06-10,1,0223,2,1800000,Apartment,10,Strata,Freehold,CCR
156.5,-,1,0523,3,4400000,Terrace,19,Land,999 yrs lease commencing from 1877,OCR
323.5,-,1,0323,3,4000500,Semi-detached,16,Land,Freehold,OCR
607.1,-,1,0821,3,10250000,Semi-detached,10,Land,Freehold,CCR
173.8,-,1,0221,3,2500000,Terrace,19,Land,Freehold,OCR
115,01-05,1,0123,3,1450000,Apartment,20,Strata,Freehold,OCR
88,06-10,1,1222,1,1253000,Executive Condominium,19,Strata,99 yrs lease commencing from 2018,OCR
364.4,-,1,1120,3,4960000,Semi-detached,21,Land,Freehold,RCR
91,01-05,1,0524,3,1080000,Condominium,18,Strata,99 yrs lease commencing from 2010,OCR
536.8,-,1,0521,3,4780000,Semi-detached,16,Land,Freehold,OCR
223,01-05,1,0723,3,3100000,Apartment,15,Strata,Freehold,OCR
1022.9,-,1,0421,3,18166500,Detached,11,Land,Freehold,CCR
83,01-05,1,0522,3,1368000,Apartment,15,Strata,Freehold,RCR
179,01-05,1,0622,3,8500000,Condominium,10,Strata,Freehold,CCR
377.9,-,1,1123,3,4950000,Terrace,13,Land,Freehold,OCR
564,-,1,0722,3,15200000,Detached,10,Land,Freehold,CCR
56,01-05,1,1022,3,840000,Apartment,15,Strata,Freehold,RCR
70,01-05,1,1021,3,995158,Apartment,15,Strata,Freehold,RCR
388.5,-,1,1022,3,5600000,Semi-detached,16,Land,Freehold,OCR
100,01-05,1,0323,3,2285000,Apartment,10,Strata,Freehold,CCR
145,01-05,1,1121,3,1800000,Condominium,16,Strata,Freehold,OCR
2875.7,-,1,0721,3,52800000,Detached,10,Land,Freehold,CCR
525.7,-,1,0624,3,15200000,Detached,11,Land,Freehold,CCR
96,01-05,1,0724,3,2100000,Apartment,09,Strata,Freehold,CCR
187.9,-,1,1019,3,2180000,Terrace,19,Land,99 yrs lease commencing from 2001,OCR
384,-,1,1020,3,2800000,Semi-detached,19,Land,99 yrs lease commencing from 1997,OCR
131,01-05,1,0221,3,2128000,Condominium,11,Strata,Freehold,CCR
111,01-05,1,1222,3,1500000,Apartment,15,Strata,Freehold,RCR
227,-,1,0424,3,4060000,Semi-detached,13,Land,Freehold,OCR
